Rv#,Product,Gene ,Sub-classification,MT,MT#,#TA,TotalTA/Group
3415,conserved hypothetical protein,,Conserved Hypotheticals,MT3524,3524,10
3421,conserved hypothetical protein,,Conserved Hypotheticals,MT3530,3530,12
3422,conserved hypothetical protein,,Conserved Hypotheticals,MT3531,3531,6
3433,conserved hypothetical protein,,Conserved Hypotheticals,MT3539,3539,9
3434,conserved hypothetical protein,,Conserved Hypotheticals,MT3540,3540,11
3435,conserved hypothetical protein,,Conserved Hypotheticals,MT3541,3541,14
3438,conserved hypothetical protein,,Conserved Hypotheticals,MT3543,3543,12
3439,conserved hypothetical protein,,Conserved Hypotheticals,MT3544,3544,10
3444,conserved hypothetical protein,,Conserved Hypotheticals,MT3549,3549,3
3471,conserved hypothetical protein,,Conserved Hypotheticals,MT3577,3577,6
3480,conserved hypothetical protein,,Conserved Hypotheticals,MT3584,3584,30
3483,conserved hypothetical protein,,Conserved Hypotheticals,MT3587,3587,10
3484,cpsA; cpsA : Q50160,cpsA,Conserved Hypotheticals,MT3588,3588,27
3486,conserved hypothetical protein,,Conserved Hypotheticals,MT3590,3590,8
3488,conserved hypothetical protein,,Conserved Hypotheticals,MT3592,3592,5
3492,conserved hypothetical protein,,Conserved Hypotheticals,MT3596,3596,10
3510,conserved hypothetical protein,,Conserved Hypotheticals,MT3614,3614,16
3517,conserved hypothetical protein,,Conserved Hypotheticals,MT3618,3618,12
3521,conserved hypothetical protein,,Conserved Hypotheticals,MT3622,3622,16
3529,conserved hypothetical protein,,Conserved Hypotheticals,MT3632,3632,26
3547,conserved hypothetical protein,,Conserved Hypotheticals,MT3651,3651,12
3555,conserved hypothetical protein,,Conserved Hypotheticals,MT3659,3659,12
3567,conserved hypothetical protein,,Conserved Hypotheticals,MT3672,3672,8
3576,similar to ser-thr- protein kinases,pknM,Conserved Hypotheticals,MT3681,3681,13
3581,conserved hypothetical protein,,Conserved Hypotheticals,MT3687,3687,4
3582,conserved hypothetical protein,,Conserved Hypotheticals,MT3688,3688,13
3586,conserved hypothetical protein,,Conserved Hypotheticals,MT3692,3692,14
3591,conserved hypothetical protein,,Conserved Hypotheticals,MT3697,3697,16
3592,conserved hypothetical protein,,Conserved Hypotheticals,MT3698,3698,2
3597,M. Leprae LSR2_MYCLEP24094,lsr2,Conserved Hypotheticals,MT3704,3704,5
3600,conserved hypothetical protein,,Conserved Hypotheticals,MT3706,3706,13
3614,conserved hypothetical protein,,Conserved Hypotheticals,MT3716,3716,8
3615,conserved hypothetical protein,,Conserved Hypotheticals,MT3717,3717,11
3616,conserved hypothetical protein,,Conserved Hypotheticals,MT3718,3718,18
1198,conserved hypothetical protein,,Conserved Hypotheticals,MT3721,1136,24
3619,conserved hypothetical protein,,Conserved Hypotheticals,MT3721,3721,4
3620,conserved hypothetical protein,,Conserved Hypotheticals,MT3722,3722,3
3633,conserved hypothetical protein,,Conserved Hypotheticals,MT3735,3735,18
3639,conserved hypothetical protein,,Conserved Hypotheticals,MT3741,3741,9
3672,conserved hypothetical protein,,Conserved Hypotheticals,MT3773,3773,10
3683,conserved hypothetical protein,,Conserved Hypotheticals,MT3785,3785,11
3686,conserved hypothetical protein,,Conserved Hypotheticals,MT3788,3788,10
3687,conserved hypothetical protein,,Conserved Hypotheticals,MT3789,3789,5
3688,conserved hypothetical protein,,Conserved Hypotheticals,MT3790,3790,7
3693,conserved hypothetical protein,,Conserved Hypotheticals,MT3795,3795,18
3694,conserved hypothetical protein,,Conserved Hypotheticals,MT3796,3796,23
3695,conserved hypothetical protein,,Conserved Hypotheticals,MT3797,3797,5
3697,conserved hypothetical protein,,Conserved Hypotheticals,MT3799,3799,9
3701,conserved hypothetical protein,,Conserved Hypotheticals,MT3804,3804,15
3702,conserved hypothetical protein,,Conserved Hypotheticals,MT3805,3805,7
3703,conserved hypothetical protein,,Conserved Hypotheticals,MT3806,3806,18
3707,conserved hypothetical protein,,Conserved Hypotheticals,MT3810,3810,15
3712,conserved hypothetical protein,,Conserved Hypotheticals,MT3815,3815,11
3714,conserved hypothetical protein,,Conserved Hypotheticals,MT3817,3817,13
3716,conserved hypothetical protein,,Conserved Hypotheticals,MT3819,3819,4
3719,conserved hypothetical protein,,Conserved Hypotheticals,MT3822,3822,38
3730,conserved hypothetical protein,,Conserved Hypotheticals,MT3835,3835,20
3732,conserved hypothetical protein,,Conserved Hypotheticals,MT3837,3837,16
3734,conserved hypothetical protein,,Conserved Hypotheticals,MT3839,3839,18
3735,conserved hypothetical protein,,Conserved Hypotheticals,MT3840,3840,6
3740,conserved hypothetical protein,,Conserved Hypotheticals,MT3848,3848,20
3745,conserved hypothetical protein,,Conserved Hypotheticals,MT3853,3853,2
3748,conserved hypothetical protein,,Conserved Hypotheticals,MT3855,3855,25
3760,conserved hypothetical protein,,Conserved Hypotheticals,MT3867,3867,6
3767,conserved hypothetical protein,,Conserved Hypotheticals,MT3874,3874,16
3769,conserved hypothetical protein,,Conserved Hypotheticals,MT3876,3876,4
3771,conserved hypothetical protein,,Conserved Hypotheticals,MT3880,3880,2
3773,conserved hypothetical protein,,Conserved Hypotheticals,MT3882,3882,7
3776,conserved hypothetical protein,,Conserved Hypotheticals,MT3885,3885,28
3778,conserved hypothetical protein,,Conserved Hypotheticals,MT3887,3887,17
3787,conserved hypothetical protein,,Conserved Hypotheticals,MT3895,3895,10
3789,conserved hypothetical protein,,Conserved Hypotheticals,MT3897,3897,9
3813,conserved hypothetical protein,,Conserved Hypotheticals,MT3922,3921,3
3821,conserved hypothetical protein,,Conserved Hypotheticals,MT3929,3929,18
3822,conserved hypothetical protein,,Conserved Hypotheticals,MT3930,3930,39
3856,conserved hypothetical protein,,Conserved Hypotheticals,MT3971,3971,11
3860,conserved hypothetical protein,,Conserved Hypotheticals,MT3975,3975,14
3864,conserved hypothetical protein,,Conserved Hypotheticals,MT3978,3978,18
3865,conserved hypothetical protein,,Conserved Hypotheticals,MT3979,3979,9
3866,conserved hypothetical protein,,Conserved Hypotheticals,MT3980,3980,20
3867,conserved hypothetical protein,,Conserved Hypotheticals,MT3980,3980,20
3868,conserved hypothetical protein,,Conserved Hypotheticals,MT3981,3981,31
3869,conserved hypothetical protein,,Conserved Hypotheticals,MT3982,3982,29
3870,conserved hypothetical protein,,Conserved Hypotheticals,MT3983,3983,38
3871,conserved hypothetical protein,,Conserved Hypotheticals,MT3985,3985,25
3874,conserved hypothetical protein,,Conserved Hypotheticals,MT3988,3988,5
3876,conserved hypothetical protein,,Conserved Hypotheticals,MT3990,3990,25
3877,conserved hypothetical protein,,Conserved Hypotheticals,MT3991,3991,27
3880,conserved hypothetical protein,,Conserved Hypotheticals,MT3995,3995,4
3881,conserved hypothetical protein,,Conserved Hypotheticals,MT3996,3996,23
3882,conserved hypothetical protein,,Conserved Hypotheticals,MT3997,3997,23
3884,conserved hypothetical protein,,Conserved Hypotheticals,MT3999,3999,33
3888,conserved hypothetical protein,,Conserved Hypotheticals,MT4003,4003,29
3895,conserved hypothetical protein,,Conserved Hypotheticals,MT4011,4011,13
3897,conserved hypothetical protein,,Conserved Hypotheticals,MT4013,4013,8
3898,conserved hypothetical protein,,Conserved Hypotheticals,MT4014,4014,6
3899,conserved hypothetical protein,,Conserved Hypotheticals,MT4016,4016,20
3900,conserved hypothetical protein,,Conserved Hypotheticals,MT4017,4017,16
3906,conserved hypothetical protein,,Conserved Hypotheticals,MT4025,4025,10
3908,conserved hypothetical protein,,Conserved Hypotheticals,MT4027,4027,11
3909,conserved hypothetical protein,,Conserved Hypotheticals,MT4028,4028,40
3916,conserved hypothetical protein,,Conserved Hypotheticals,MT4035,4035,11
3920,conserved hypothetical protein,,Conserved Hypotheticals,MT4039,4039,3
376,conserved hypothetical protein,,Conserved Hypotheticals,,,
793,conserved hypothetical protein,,Conserved Hypotheticals,,,
828,conserved hypothetical protein,,Conserved Hypotheticals,,,
2060,conserved hypothetical protein,,Conserved Hypotheticals,,,
2233,conserved hypothetical protein,,Conserved Hypotheticals,,,
2595,conserved hypothetical protein,,Conserved Hypotheticals,,,
2674,conserved hypothetical protein,,Conserved Hypotheticals,,,
2749,conserved hypothetical protein,,Conserved Hypotheticals,,,
2805,conserved hypothetical protein,,Conserved Hypotheticals,,,
2865,conserved hypothetical protein,,Conserved Hypotheticals,,,
2871,conserved hypothetical protein,,Conserved Hypotheticals,,,,
3188,conserved hypothetical protein,,Conserved Hypotheticals,,,,
3337,conserved hypothetical protein,,Conserved Hypotheticals,,,,
3747,conserved hypothetical protein,,Conserved Hypotheticals,,,,11905
41,leucyl-tRNA synthase,leuS,MMM: Aminoacyl tRNA synthases and their modification,MT0047,47,72,
1007,methionyl-tRNA synthase,metS,MMM: Aminoacyl tRNA synthases and their modification,MT1036,1036,31,
1292,arginyl-tRNA synthase,argS,MMM: Aminoacyl tRNA synthases and their modification,MT1331,1331,34,
1406,methionyl-tRNA formyltransferase,fmt,MMM: Aminoacyl tRNA synthases and their modification,MT1450,1450,9,
1536,isoleucyl-tRNA synthase,ileS,MMM: Aminoacyl tRNA synthases and their modification,MT1587,1587,79,
1640,C-term lysyl-tRNA synthase,lysX,MMM: Aminoacyl tRNA synthases and their modification,MT1678,1678,66,
1649,phenylalanyl-tRNA synthase [alpha] subunit,pheS,MMM: Aminoacyl tRNA synthases and their modification,MT1687,1687,13,
1650,phenylalanyl-tRNA synthase [beta] subunit,pheT,MMM: Aminoacyl tRNA synthases and their modification,MT1688,1688,37,
1689,tyrosl-tRNA synthase,tyrS,MMM: Aminoacyl tRNA synthases and their modification,MT1728,1728,20,
2130,cysteinyl-tRNA synthase,cysS2,MMM: Aminoacyl tRNA synthases and their modification,MT2188,2188,20,
2357,glycyl-tRNA synthase,glyS,MMM: Aminoacyl tRNA synthases and their modification,MT2426,2426,31,
2448,valyl-tRNA synthase,valS,MMM: Aminoacyl tRNA synthases and their modification,MT2524,2524,27,
2555,alanyl-tRNA synthase,alaS,MMM: Aminoacyl tRNA synthases and their modification,MT2632,2632,42,
2572,aspartyl-tRNA synthase,aspS,MMM: Aminoacyl tRNA synthases and their modification,MT2648,2648,23,
2580,histidyl-tRNA synthase,hisS,MMM: Aminoacyl tRNA synthases and their modification,MT2657,2657,18,
2614,threonyl-tRNA synthase,thrS,MMM: Aminoacyl tRNA synthases and their modification,MT2689,2689,28,
2845,prolyl-tRNA synthas,proS,MMM: Aminoacyl tRNA synthases and their modification,MT2911,2911,30,
2906,tRNA (guanine-N1)-methyltransferase,trmD,MMM: Aminoacyl tRNA synthases and their modification,MT2974,2974,10,
2992,glutamyl-tRNA synthase,gltS,MMM: Aminoacyl tRNA synthases and their modification,MT3070,3070,19,
3009,glu-tRNA-gln amidotransferase; subunit A,gatB,MMM: Aminoacyl tRNA synthases and their modification,MT3089,3089,19,
3011,glu-tRNA-gln amidotransferase; subunit B,gatA,MMM: Aminoacyl tRNA synthases and their modification,MT3091,3091,23,
3012,glu-tRNA-gln amidotransferase; subunit C,gatC,MMM: Aminoacyl tRNA synthases and their modification,MT3092,3092,0,
3336,tryptophanyl tRNA synthase,trpS,MMM: Aminoacyl tRNA synthases and their modification,MT3440,3440,15,
3580,cysteinyl-tRNA synthase,cysS ,MMM: Aminoacyl tRNA synthases and their modification,MT3686,3686,27,
3598,lysyl-tRNA synthase,lysS,MMM: Aminoacyl tRNA synthases and their modification,MT3705,3705,31,
3834,seryl-tRNA synthase,serS,MMM: Aminoacyl tRNA synthases and their modification,MT3942,3942,23,747
173,part of mce1 operon,,MMM: Cell membrane-Lipoproteins,MT0182,182,16,
179,lipoprotein,lprO,MMM: Cell membrane-Lipoproteins,MT0188,188,22,
237,beta-hexosaminidase precursor Beta-hexosaminidase A,lpql,MMM: Cell membrane-Lipoproteins,MT0251,251,13
344,lipoprotein,lpqJ,MMM: Cell membrane-Lipoproteins,MT0359,359,12
399,possible PBP,lpqK,MMM: Cell membrane-Lipoproteins,MT0409,409,24
418,probable aminopeptidase Y,lpqL,MMM: Cell membrane-Lipoproteins,MT0432,432,28
419,possible zinc metallopeptidase,lpqM,MMM: Cell membrane-Lipoproteins,MT0433,433,22
583,equivalent to MKU20446_1 MK35,lpqN,MMM: Cell membrane-Lipoproteins,MT0611,611,7
593,part of mce2 operon,lprL,MMM: Cell membrane-Lipoproteins,MT0623,623,19
671,probable esterase,lpqP,MMM: Cell membrane-Lipoproteins,MT0700,700,13
835,lipoprotein,lpqQ ,MMM: Cell membrane-Lipoproteins,MT0856,856,17
838,lipoprotein,lpqR,MMM: Cell membrane-Lipoproteins,MT0860,860,7
847,lipoprotein,lpqS,MMM: Cell membrane-Lipoproteins,MT0870,870,6
1016,similar to M. kansasii Q49597,lpqT,MMM: Cell membrane-Lipoproteins,MT1044,1044,6
1022,lipoprotein,lpqU,MMM: Cell membrane-Lipoproteins,MT1050,1050,18
1064,lipoprotein,lpqV,MMM: Cell membrane-Lipoproteins,MT1094,1094,6
1166,lipoprotein,lpqW,MMM: Cell membrane-Lipoproteins,MT1203,1203,23
1228,lipoprotein,lpqX,MMM: Cell membrane-Lipoproteins,MT1266,1266,3
1235,possible role in sugar transport,lpqY,MMM: Cell membrane-Lipoproteins,MT1273,1273,30
1244,lipoprotein,lpqZ,MMM: Cell membrane-Lipoproteins,MT1281,1281,8
1252,lipoprotein,lprE,MMM: Cell membrane-Lipoproteins,MT1291,1291,7
1270,lipoprotein,lprA,MMM: Cell membrane-Lipoproteins,MT1308,1308,11
1274,lipoprotein,lprB,MMM: Cell membrane-Lipoproteins,MT1312,1312,5
1275,lipoprotein,lprC,MMM: Cell membrane-Lipoproteins,MT1312.1,1312.1,6
1368,lipoprotein,lprF,MMM: Cell membrane-Lipoproteins,MT1415,1415,7
1411,lipoprotein,lprG,MMM: Cell membrane-Lipoproteins,MT1455,1455,9
1418,lipoprotein,lprH,MMM: Cell membrane-Lipoproteins,MT1461,1461,14
1541,lipoprotein,lprI,MMM: Cell membrane-Lipoproteins,MT1593,1593,9
1690,lipoprotein,lprJ,MMM: Cell membrane-Lipoproteins,MT1729,1729,8
1799,probable lipoprotein,lppT,MMM: Cell membrane-Lipoproteins,MT1848,1848,2
1881,lipoprotein,lppE,MMM: Cell membrane-Lipoproteins,MT1930,1930,8
1899,lipoprotein,lppD,MMM: Cell membrane-Lipoproteins,MT1950,1950,16
1911,lipoprotein,lppC,MMM: Cell membrane-Lipoproteins,MT1962,1962,9
1921,lipoprotein,lppF,MMM: Cell membrane-Lipoproteins,MT1972,1972,22
1946,lipoprotein,lppG,MMM: Cell membrane-Lipoproteins,MT1997,1997,7
1970,part of mce3 operon,lppM,MMM: Cell membrane-Lipoproteins,MT2022,2022,10
2046,probable lipoprotein,lppI,MMM: Cell membrane-Lipoproteins,MT2106,2106,10
2080,lipoprotein,lppJ,MMM: Cell membrane-Lipoproteins,MT2141,2141,10
2116,lipoprotein,lppK,MMM: Cell membrane-Lipoproteins,MT2176,2176,6
2138,lipoprotein,lppL,MMM: Cell membrane-Lipoproteins,MT2196,2196,20
2171,probable lipoprotein,lppM,MMM: Cell membrane-Lipoproteins,MT2227,2227,10
2270,probable lipoprotein,lppN,MMM: Cell membrane-Lipoproteins,MT2331,2331,12
2290,probable lipoprotein,lppO,MMM: Cell membrane-Lipoproteins,MT2347,2347,17
2330,lipoprotein,lppP,MMM: Cell membrane-Lipoproteins,MT2392,2392,7
2341,lipoprotein,lppQ,MMM: Cell membrane-Lipoproteins,MT2406,2406,4
2403,lipoprotein,lppR,MMM: Cell membrane-Lipoproteins,MT2475,2475,7
2518,lipoprotein,lppS,MMM: Cell membrane-Lipoproteins,MT2594,2594,21
2543,lipoprotein,lppA,MMM: Cell membrane-Lipoproteins,MT2618,2618,14
2544,lipoprotein,lppB,MMM: Cell membrane-Lipoproteins,MT2620,2620,15
2784,lipoprotein,lppU,MMM: Cell membrane-Lipoproteins,MT2854,2854,6
2796,lipoprotein,lppV,MMM: Cell membrane-Lipoproteins,MT2865,2865,5,
2905,slight similarity to beta-lactamase,lppW,MMM: Cell membrane-Lipoproteins,MT2973,2973,16,
2945,lipoprotein,lppX,MMM: Cell membrane-Lipoproteins,MT3017,3017,10,
2999,lipoprotein highly similar to MTCY19H5.18c,lppY,MMM: Cell membrane-Lipoproteins,MT3078,3078,11,
3006,M. leprae lipoprotein MLCB637.17c,lppZ,MMM: Cell membrane-Lipoproteins,MT3086,3086,16,
3016,lipoprotein,lpqA,MMM: Cell membrane-Lipoproteins,MT3096,3096,11,
3244,lipoprotein,lpqB,MMM: Cell membrane-Lipoproteins,MT3342,3342,21,
3298,similar to MTCI376.03c,lpqC,MMM: Cell membrane-Lipoproteins,MT3397,3397,12,
3390,lipoprotein,lpqD,MMM: Cell membrane-Lipoproteins,MT3497,3497,12,
3584,lipoprotein,lpqE,MMM: Cell membrane-Lipoproteins,MT3690,3690,12,
3593,lipoprotein,lpqF,MMM: Cell membrane-Lipoproteins,MT3699,3699,18,
3623,similar to OMP28,lpqG,MMM: Cell membrane-Lipoproteins,MT3725,3725,6,
3763,19kD,lpqH,MMM: Cell membrane-Lipoproteins,MT3870,3870,8,
604,lipoprotein,lpqO,MMM: Cell membrane-Lipoproteins,,,,767
202,conserved large membrane protein,mmpL11,MMM: Conserved membrane proteins,MT0212,212,39,
206,conserved large membrane protein,mmpL3,MMM: Conserved membrane proteins,MT0216,216,34,
402,conserved large membrane protein,mmpL1,MMM: Conserved membrane proteins,MT0412,412,55,
403,conserved small membrane protein,mmpS1,MMM: Conserved membrane proteins,MT0415,415,7,
450,conserved large membrane protein,mmpL4,MMM: Conserved membrane proteins,MT0466,466,84,
451,conserved small membrane protein,mmpS4,MMM: Conserved membrane proteins,MT0467,467,15,
