Rv#,Product,Gene ,Sub-classification
1382,Hypothetical protein,,Unknowns
1383,carbamoyl-phosphate synthase subunit,carA,SMM: Pyrimidine ribonucleotide biosynthesis
1384,carbamoyl-phosphate synthase subunit,carB,SMM: Pyrimidine ribonucleotide biosynthesis
1385,orotidine 5'-phosphate carboxylase,pyrF,SMM: Pyrimidine ribonucleotide biosynthesis
1386,PE-family protein,PE,Other: PE family: PE subfamily
1387,PPE-family protein,PPE,Other: PPE family of proteins
1388,integration host factor,miHF,MMM: Nucleoproteins
1389,putative luanylate kinase,gmk,SMM: Purine ribonucleotide biosynthesis
1390,Hypothetical protein,,Unknowns
1391,flavoprotein ,dfp,SMM: Misc oxidoreductases and oxygenases
1392,S-adenosylmethionine synthase,metK,SMM: Amino acid synthesis-Aspartate family
1393,FAD-containing monooxygenase,,SMM: Misc oxidoreductases and oxygenases
1394,probable cytochrome P450,,Other: Cytochrome P450 enzymes
1395,transcriptional regulator (AraC/XylS family),,SMM: Repressors/activators
1396,PE_PGRS family protein,PE_PGRS (wag22),Other: PE family: PGRS subfamily
1397,conserved hypothetical protein,,Conserved Hypotheticals
1398,conserved hypothetical protein,,Conserved Hypotheticals
1399,probable lipase,lipH,MMM: Esterases and Lipases
1400,probable lipase,lipI,MMM: Esterases and Lipases
1401,probable membrane protein,,MMM: Other membrane proteins
1402,putative primosomal protein n' (replication factor),priA,MMM: DNA replication; repair; recombination and restriction/modification
1403,similar to phosphatidylethanolamine N-methyltransferase,,Other: Miscellaneous Transferases
1404,transcriptional regulator (MarR family),,SMM: Repressors/activators
1405,similar to phosphatidylethanolamine N-methyltransferase,,Other: Miscellaneous Transferases
1406,methionyl-tRNA formyltransferase,fmt,MMM: Aminoacyl tRNA synthases and their modification
1407,similar to Fmu protein,fmu,MMM: Nucleoproteins
1408,ribulose-phosphate 3-epimerase,rpe,SMM: Energy metabolism- Pentose phosphate pathway
1409,riboflavin biosynthesis,ribG,SMM: Biosyn of Riboflavin
1410,probable drug efflux protein,,Cell Process: Efflux proteins
1411,lipoprotein,lprG,MMM: Cell membrane-Lipoproteins
1412,riboflavin synthase [alpha] chain,ribC,SMM: Biosyn of Riboflavin
1413,Hypothetical protein,,Unknowns
1414,Hypothetical protein,,Unknowns
1415,probable GTP cyclohydrolase II,ribA2,SMM: Biosyn of Riboflavin
1416,riboflavin synthase [beta] chain,ribH,SMM: Biosyn of Riboflavin
1417,Hypothetical protein,,Unknowns
1418,lipoprotein,lprH,MMM: Cell membrane-Lipoproteins
1419,Hypothetical protein,,Unknowns
1420,exinuclease ABC subunit C,uvrC,MMM: DNA replication; repair; recombination and restriction/modification
1421,conserved hypothetical protein,,Conserved Hypotheticals
1422,conserved hypothetical protein,,Conserved Hypotheticals
1423,putative transcriptional regulator,,SMM: Repressors/activators
1424,probable membrane protein,,MMM: Other membrane proteins
1425,conserved hypothetical protein,,Conserved Hypotheticals
1426,probable esterase,lipO,MMM: Esterases and Lipases
1427,acyl-CoA synthase,fadD12,SMM: Degradation of fatty acids
1428,conserved hypothetical protein,,Conserved Hypotheticals
1429,conserved hypothetical protein,,Conserved Hypotheticals
1430,PE-family protein,PE,Other: PE family: PE subfamily
1431,possible transporter,,MMM: Other membrane proteins
1432,putative dehydrogenase,,SMM: Misc oxidoreductases and oxygenases
1433,probable membrane protein,,MMM: Other membrane proteins
1434,Hypothetical protein,,Unknowns
1435,conserved hypothetical protein,,Conserved Hypotheticals
1436,glyceraldehyde 3-phosphate dehydrogenase,gap,SMM: Energy metabolism-Glycolysis
1437,phosphoglycerate kinase,pgk,SMM: Energy metabolism-Glycolysis
1438,triosephosphate isomerase,tpi,SMM: Energy metabolism-Glycolysis
1439,Hypothetical protein,,Unknowns
1440,protein-export membrane protein SecG,secG,Cell Process: Protein and peptide secretion
1441,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
1442,biotin sulfoxide reductase,bisC,SMM: Biosynthesis of Biotin
1443,Hypothetical protein,,Unknowns
1444,Hypothetical protein,,Unknowns
1445,glucose-6-phosphate 1-dehydrogenase,devB,SMM: Energy metabolism- Pentose phosphate pathway
1446,unknown function; may aid G6PDH,opcA,SMM: Energy metabolism- Pentose phosphate pathway
1447,glucose-6-phosphate 1-dehydrogenase,zwf2,SMM: Energy metabolism- Pentose phosphate pathway
1448,transaldolase,tal,SMM: Energy metabolism- Pentose phosphate pathway
1449,transketolase,tkt,SMM: Energy metabolism- Pentose phosphate pathway
1450,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
1451,cytochrome C oxidase assembly factor,ctaB,SMM: Respiration- aerobic
1452,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
1453,conserved hypothetical protein,,Conserved Hypotheticals
1454,probable quinone oxidoreductase,qor,SMM: Misc oxidoreductases and oxygenases
1455,conserved hypothetical protein,,Conserved Hypotheticals
1456,probable membrane protein,,MMM: Other membrane proteins
1457,probable membrane protein,,MMM: Other membrane proteins
1458,ABC-type transporter,,MMM: Other membrane proteins
1459,conserved hypothetical protein,,Conserved Hypotheticals
1460,putative transcriptional regulator,,SMM: Repressors/activators
1461,conserved hypothetical protein,,Conserved Hypotheticals
1462,conserved hypothetical protein,,Conserved Hypotheticals
1463,ABC-type transporter,,MMM: Other membrane proteins
1464,NifS-like protein,,Other: Miscellaneous Transferases
1465,conserved hypothetical protein,,Conserved Hypotheticals
1466,conserved hypothetical protein,,Conserved Hypotheticals
1467,acyl-CoA dehydrogenase,fadE15,SMM: Degradation of fatty acids
1468,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
1469,probable cadmium-transporting ATPase,ctpD,Cell Process: Transport/Binding: cations
1470,thioredoxin,trxA,SMM: Biosyn of Thioredoxin; glytaredoxin and mycothiol
1471,thioredoxin reductase,trxB,SMM: Biosyn of Thioredoxin; glytaredoxin and mycothiol
1472,enoyl-CoA hydratase/isomerase superfamily,echA12,SMM: Degradation of fatty acids
1473,ABC-type transporter; possible in EF-3 subfamily,,MMM: Other membrane proteins
1474,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
1475,aconitate hydratase,can,SMM: Energy Metabolism-TCA cycle
1476,Hypothetical protein,,Unknowns
1477,putative exported p60 protein homologue,,Other: Virulence
1478,putative exported p60 protein homologue,,Other: Virulence
1479,transcriptional regulator; MoxR homologue,moxR,SMM: Repressors/activators
1480,conserved hypothetical protein,,Conserved Hypotheticals
1481,probable membrane protein,,MMM: Other membrane proteins
1482,conserved hypothetical protein,,Conserved Hypotheticals
1483,3-oxoacyl-[ACP] reductase (aka MabA),fabG1,SMM: Biosyn of fatty and mycolic acids
1484,enoyl-[ACP] reductase,inhA,SMM: Biosyn of fatty and mycolic acids
1485,ferrochelatase,hemZ,SMM: Biosyn of Heme and Porphyrin
1486,conserved hypothetical protein,,Conserved Hypotheticals
1487,conserved hypothetical protein,,Conserved Hypotheticals
1488,conserved hypothetical protein,,Conserved Hypotheticals
1489,Hypothetical protein,,Unknowns
1490,unknown putative membrane protein,,MMM: Other membrane proteins
1491,probable membrane protein,,MMM: Other membrane proteins
1492,methylmalonyl-CoA mutase; [beta] subunit,mutA,SMM: Degradation of fatty acids
1493,methylmalonyl-CoA mutase; [alpha] subunit,mutB,SMM: Degradation of fatty acids
1494,Hypothetical protein,,Unknowns
1495,conserved hypothetical protein,,Conserved Hypotheticals
1496,conserved hypothetical protein,,Conserved Hypotheticals
1497,esterase,lipL,MMM: Esterases and Lipases
1498,methyl transferase,,Other: Miscellaneous Transferases
1499,Hypothetical protein,,Unknowns
1500,similarity to B. subtilis glycosyltransferase,,Other: Miscellaneous Transferases
1501,conserved hypothetical protein,,Conserved Hypotheticals
1502,Hypothetical protein,,Unknowns
1503,conserved hypothetical protein,,Conserved Hypotheticals
1504,conserved hypothetical protein,,Conserved Hypotheticals
1505,conserved hypothetical protein,,Conserved Hypotheticals
1506,Hypothetical protein,,Unknowns
1507,Hypothetical protein,,Unknowns
1508,probable membrane protein,,MMM: Other membrane proteins
1509,Hypothetical protein,,Unknowns
1510,probable membrane protein,,MMM: Other membrane proteins
1511,GDP-mannose 4;6-dehydratase,gmdA,SMM: Intermediate Metabolism-sugar nucleotides
1512,nucleotide sugar epimerase,epiA,SMM: Intermediate Metabolism-sugar nucleotides
1513,conserved hypothetical protein,,Conserved Hypotheticals
1514,involved in polysaccharide synthesis,,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
1515,conserved hypothetical protein,,Conserved Hypotheticals
1516,probable glucosyltransferase,,Other: Miscellaneous Transferases
1517,conserved hypothetical protein,,Conserved Hypotheticals
1518,involved in exopolysaccharide synthesis,,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
1519,conserved hypothetical protein,,Conserved Hypotheticals
1520,glycosyltransferase,,Other: Miscellaneous Transferases
1521,acyl-CoA synthase,fadD25,SMM: Degradation of fatty acids
1522,conserved large membrane protein,mmpL12,MMM: Conserved membrane proteins
1523,possible methyl-sterol transferase,,Other: Miscellaneous Transferases
1524,possible rhamnosyl/glycosyl transferase,,Other: Miscellaneous Transferases
1525,dTDP-rhamnosyl transferase,wbbl2,SMM: Intermediate Metabolism-sugar nucleotides
1526,possible rhamnosyl/glycosyl transferase,,Other: Miscellaneous Transferases
1527,polyketide synthase,pks5,SMM: Polyketide and non-ribosomal peptide synthesis
1528,PKS-associated protein; unknown function,papA4,SMM: Polyketide and non-ribosomal peptide synthesis
1529,acyl-CoA synthase,fadD24,SMM: Degradation of fatty acids
1530,alcohol dehydrogenase (Zn),adh,SMM: Misc oxidoreductases and oxygenases
1531,conserved hypothetical protein,,Conserved Hypotheticals
1532,conserved hypothetical protein,,Conserved Hypotheticals
1533,probable dioxygenase,,SMM: Misc oxidoreductases and oxygenases
1534,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
1535,Hypothetical protein,,Unknowns
1536,isoleucyl-tRNA synthase,ileS,MMM: Aminoacyl tRNA synthases and their modification
1537,probable DNA-damage inducible factor,dinX,MMM: DNA replication; repair; recombination and restriction/modification
1538,L-asparaginase,ansA,SMM: Degradation of Amino acids and amines
1539,lipoprotein signal peptidase,IspA,Cell Process: Protein and peptide secretion
1540,conserved hypothetical protein,,Conserved Hypotheticals
1541,lipoprotein,lprI,MMM: Cell membrane-Lipoproteins
1542,hemoglobin-like; oxygen carrier,glbN,SMM: Respiration- aerobic
1543,probable fatty-acyl CoA reductase,,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
1544,probable ketoacyl reductase,,SMM: Polyketide and non-ribosomal peptide synthesis
1545,Hypothetical protein,,Unknowns
1546,conserved hypothetical protein,,Conserved Hypotheticals
1547,DNA polymerase III; [alpha] subunit,dnaE1,MMM: DNA replication; repair; recombination and restriction/modification
1548,PPE-family protein,PPE,Other: PPE family of proteins
1549,acyl-CoA synthase; C-term,fadD11',SMM: Degradation of fatty acids
1550,acyl-CoA synthase; N-term,fadD11',SMM: Degradation of fatty acids
1551,glycerol-3-phosphate acyltransferase,plsB1,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
1552,fumarate reductase flavoprotein subunit,frdA,SMM: Respiration- anaerobic
1553,fumarate reductase iron sulphur protein ,frdB,SMM: Respiration- anaerobic
1554,fumarate reductase 15kD anchor protein,frdC,SMM: Respiration- anaerobic
1555,fumarate reductase 13kD anchor protein,frdD,SMM: Respiration- anaerobic
1556,putative transcriptional regulator,,SMM: Repressors/activators
1557,conserved large membrane protein,mmpL6,MMM: Conserved membrane proteins
1558,conserved hypothetical protein,,Conserved Hypotheticals
1559,threonine deaminase,ilvA,SMM: Amino acid synthesis-Branched aa
1560,conserved hypothetical protein,,Conserved Hypotheticals
1561,conserved hypothetical protein,,Conserved Hypotheticals
1562,maltooligosyltrehalose trehalohydrolase,glgZ,MMM: Polysaccharides (cytoplasmic)
1563,putative [alpha]-amylase,glgY,MMM: Polysaccharides (cytoplasmic)
1564,probable glycogen debranching enzyme,glgX,MMM: Polysaccharides (cytoplasmic)
1565,unknown membrane protein,,MMM: Other membrane proteins
1566,putative exported p60 protein homologue,,Other: Virulence
1567,Hypothetical protein,,Unknowns
1568,adenosylmethionine-8-amino-7-oxononanoate,bioA,SMM: Biosynthesis of Biotin
1569,8-amino-7-oxononanoate synthase,bioF,SMM: Biosynthesis of Biotin
1570,dethiobiotin synthse,bioD,SMM: Biosynthesis of Biotin
1571,conserved hypothetical protein,,Conserved Hypotheticals
1572,conserved hypothetical protein,,Conserved Hypotheticals
1573,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1574,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1575,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1576,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1577,phiRV1 possible prohead protease,,Other: IS elements: Phage related functions
1578,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1579,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1580,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1581,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1582,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1583,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1584,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1585,phiRV1 phage related protein,,Other: IS elements: Phage related functions
1586,phiRV1 integrase,,Other: IS elements: Phage related functions
1587,REP-family protein,,Other: IS elements: REP13E12 family
1588,REP-family protein,,Other: IS elements: REP13E12 family
1589,biotin synthase,bioB,SMM: Biosynthesis of Biotin
1590,conserved hypothetical protein,,Conserved Hypotheticals
1591,conserved hypothetical protein,,Conserved Hypotheticals
1592,conserved hypothetical protein,,Conserved Hypotheticals
1593,conserved hypothetical protein,,Conserved Hypotheticals
1594,quinolinate synthase,nadA,SMM: Biosyn of Pyridine nucleotide
1595,L-aspartate oxidase,nadB,SMM: Biosyn of Pyridine nucleotide
1596,nicotinate-nucleotide pyrophosphatase,nadC,SMM: Biosyn of Pyridine nucleotide
1597,Hypothetical protein,,Unknowns
1598,conserved hypothetical protein,,Conserved Hypotheticals
1599,histidinol dehydrogenase,hisD,SMM: Amino acid synthesis-Histidine
1600,histidinol-phosphate aminotransferase,hisC,SMM: Amino acid synthesis-Histidine
1601,imidazole glycerol-phosphate dehydratase,hisB,SMM: Amino acid synthesis-Histidine
1602,amidotrannsferase,hisH,SMM: Amino acid synthesis-Histidine
1603,phosphoribosylformimino-5-aminoimidazole,hisA,SMM: Amino acid synthesis-Histidine
1604,impA; inositol monophosphatase,impA,Other: Miscellaneous phosphatases; lyases and hydrolases
1605,imidazole glycerol-phosphate synthase,hisF,SMM: Amino acid synthesis-Histidine
1606,probable phosphoribosyl-AMP 1;6 cyclohydrolase,hisI2,SMM: Amino acid synthesis-Histidine
1607,putative calcium/proton antiporter,chaA,Cell Process: Transport/Binding: cations
1608,probable bacterioferritin comigratory protein,pcpB,Cell Process: Detoxification
1609,anthranilate synthase component I,trpE,SMM: Amino acid synthesis-Aromatic
1610,probable membrane protein,,MMM: Other membrane proteins
