gene,length,class
3556,1449,MMM: Other membrane proteins
3557,744,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3559,696,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3560,240,Unknowns
3561,1689,MMM: Other membrane proteins
3562,894,MMM:RNA synthesis; RNA modification and DNA transcription
3563,543,MMM: Ribosomal protein synthesis and modification
3564,1044,MMM:RNA synthesis; RNA modification and DNA transcription
3565,606,MMM: Ribosomal protein synthesis and modification
3566,420,MMM: Ribosomal protein synthesis and modification
3567,375,MMM: Ribosomal protein synthesis and modification
3567.1,114,MMM: Ribosomal protein synthesis and modification
3568,222,MMM: Protein translation and modification
3569,858,MMM: Degradation of Polysaccharides; lipopolysaccharides and phospholipids
3570,996,SMM: Intermediate Metabolism-sugar nucleotides
3571,609,SMM: Intermediate Metabolism-sugar nucleotides
3572,669,Other: IS elements: REP13E12 family
3572.1,1002,noRV
3573,1392,Other: IS elements: REP13E12 family
3573.01,798,Other: IS elements: Phage related functions
3573.02,399,Other: IS elements: Phage related functions
3573.03,1419,Other: IS elements: Phage related functions
3573.04,474,Other: IS elements: Phage related functions
3573.05,273,Other: IS elements: Phage related functions
3573.06,315,Other: IS elements: Phage related functions
3573.07,471,Other: IS elements: Phage related functions
3573.08,513,Other: IS elements: Phage related functions
3573.09,207,Other: IS elements: Phage related functions
3573.10,108,noRV
3573.11,675,Other: IS elements: Phage related functions
3573.12,426,noRV
3573.13,165,noRV
3573.14,321,Other: IS elements: Phage related functions
3573.15,411,Other: IS elements: Phage related functions
3573.16,129,noRV
3574,1095,SMM: Intermediate Metabolism-sugar nucleotides
3575,1005,MMM: Degradation of aromatic hydrocarbons
3576,1629,SMM: Amino acid synthesis-Branched aa
3577,555,Conserved Hypotheticals
3578,507,SMM: Biosyn of fatty and mycolic acids
3579,885,Cell Process: Detoxification
3580,1350,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
3580.1,102,noRV
3580.2,123,noRV
3581,297,Other: PE family: PE subfamily
3582,1182,Other: PPE family of proteins
3583,3228,Unknowns
3584,1518,Conserved Hypotheticals
3585,690,MMM: Other membrane proteins
3586,783,MMM: Other membrane proteins
3587,663,Conserved Hypotheticals
3588,1542,Conserved Hypotheticals
3589,882,SMM: Misc oxidoreductases and oxygenases
3590,492,Conserved Hypotheticals
3591,984,MMM: Esterases and Lipases
3592,324,Conserved Hypotheticals
3593,165,Unknowns
3594,1437,Cell Process: Adaptations and atypical conditions
3595,579,Unknowns
3596,483,Conserved Hypotheticals
3597,729,Unknowns
3598,1695,Other: Virulence
3599,1155,MMM: Cell membrane-Lipoproteins
3600,1353,Other: Virulence
3601,1074,Other: Virulence
3602,1053,Other: Virulence
3603,1203,Other: Virulence
3604,843,Other: Virulence
3605,714,Other: Virulence
3606,1014,SMM: Misc oxidoreductases and oxygenases
3607,192,SMM: Respiration-Electron Transport
3608,1203,SMM: Degradation of fatty acids
3609,1122,SMM: Degradation of fatty acids
3610,1509,SMM: Degradation of fatty acids
3612,4155,Other: PE family: PGRS subfamily
3612.1,5148,Other: PE family: PGRS subfamily
3613,1549,SMM: Amino acid synthesis-Branched aa
3614,837,Conserved Hypotheticals
3615.1,5700,Other: PE family: PGRS subfamily
3615.2,657,SMM: Degradation of fatty acids
3615.3,3654,Other: PE family: PGRS subfamily
3615.4,219,noRV
3616,1647,SMM: Degradation of fatty acids
3617,792,SMM: Degradation of fatty acids
3618,642,Conserved Hypotheticals
3619,1119,Other: Cytochrome P450 enzymes
3620,222,Unknowns
3621,1032,Other: Coenzyme F420-dependent enzymes
3622,1005,Conserved Hypotheticals
3622.1,1065,SMM: Repressors/activators
3623,1185,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
3624,1032,MMM: Other membrane proteins
3625,525,SMM: Iron Utilization
3626,1185,SMM: Misc oxidoreductases and oxygenases
3627,450,Unknowns
3628,129,noRV
3629,714,Unknowns
3630,198,noRV
3631,198,noRV
3632,1155,Conserved Hypotheticals
3633,783,MMM: Degradation of aromatic hydrocarbons
3634,1128,Unknowns
3636,1221,Other: PPE family of proteins
3637,1749,Other: PPE family of proteins
3638,1032,MMM: Degradation of aromatic hydrocarbons
3639,912,SMM: Misc oxidoreductases and oxygenases
3640,786,MMM: Degradation of aromatic hydrocarbons
3641,1701,SMM: Misc oxidoreductases and oxygenases
3642,861,SMM: Modification of fatty & mycolic acids
3643,1440,Other: PE family: PE subfamily
3644,1161,Cell Process: Fatty acid transport
3645,390,Unknowns
3646,936,Unknowns
3647,1164,SMM: Degradation of fatty acids
3648,1038,SMM: Degradation of fatty acids
3649,1302,Other: Cytochrome P450 enzymes
3650,1176,SMM: Degradation of fatty acids
3651,456,Conserved Hypotheticals
3652,951,SMM: Misc oxidoreductases and oxygenases
3653,780,SMM: Misc oxidoreductases and oxygenases
3653.1,105,noRV
3654,744,SMM: Degradation of fatty acids
3655,879,SMM: Degradation of Amino acids and amines
3656,753,Unknowns
3657,1083,SMM: Misc oxidoreductases and oxygenases
3658,2019,SMM: Respiration-Electron Transport
3659,869,Conserved Hypotheticals
3660,1161,SMM: Degradation of fatty acids
3661,603,SMM: Repressors/activators
3663,1872,Other: PPE family of proteins
3664,789,SMM: Misc oxidoreductases and oxygenases
3665,1158,SMM: Degradation of fatty acids
3666,1503,SMM: Degradation of fatty acids
3667,1134,SMM: Degradation of fatty acids
3668,954,SMM: Degradation of fatty acids
3669,957,SMM: Degradation of fatty acids
3670,1166,SMM: Amino acid synthesis-Aspartate family
3671,852,SMM: Intermediate Metabolism-General
3671.1,267,noRV
3671.2,171,noRV
3672,564,Conserved Hypotheticals
3673,903,SMM: Misc oxidoreductases and oxygenases
3674,876,Other: Miscellaneous phosphatases; lyases and hydrolases
3675,1185,SMM: Misc oxidoreductases and oxygenases
3676,1077,SMM: Misc oxidoreductases and oxygenases
3677,531,Unknowns
3678,2136,SMM: Degradation of fatty acids
3679,732,SMM: Repressors/activators
3680,1215,SMM: Repressors/activators
3681,714,Conserved Hypotheticals
3682,1140,Unknowns
3684,1242,Cell Process: Transport/Binding: Anions
3685,762,Other: Miscellaneous Transferases
3686,1410,MMM: Aminoacyl tRNA synthases and their modification
3687,480,Conserved Hypotheticals
3688,696,Conserved Hypotheticals
3689,489,SMM: Repressors/activators
3690,717,MMM: Cell membrane-Lipoproteins
3691,1443,MMM: DNA replication; repair; recombination and restriction/modification
3692,1077,Conserved Hypotheticals
3693,819,Unknowns
3694,624,Other: Miscellaneous phosphatases; lyases and hydrolases
3695,915,MMM: DNA replication; repair; recombination and restriction/modification
3696,1755,Other: PE family: PGRS subfamily
3697,774,Conserved Hypotheticals
3698,318,Conserved Hypotheticals
3699,1317,MMM: Cell membrane-Lipoproteins
3700,828,Unknowns
3701,1311,Other: PE family: PGRS subfamily
3703,2547,MMM: Degradation of Proteins; peptides and glycopeptides
3704,339,Conserved Hypotheticals
3705,1518,MMM: Aminoacyl tRNA synthases and their modification
3706,819,Conserved Hypotheticals
3706.1,420,SMM: Biosyn of Pantothenate
3707,930,SMM: Biosyn of Pantothenate
3708,1086,Unknowns
3709,1194,MMM: Other membrane proteins
3710,477,Unknowns
3711,567,SMM: Biosyn of Folic acid
3712.1,402,SMM: Biosyn of Folic acid
3712,819,SMM: Biosyn of Folic acid
3713,609,SMM: Biosyn of Folic acid
3714,2283,Cell Process: Cell division
3715,330,Unknowns
3716,555,Conserved Hypotheticals
3717,312,Conserved Hypotheticals
3718,1179,Conserved Hypotheticals
3718.1,213,noRV
3718.2,162,noRV
3719,969,Cell Process: Detoxification
3720,1188,SMM: Misc oxidoreductases and oxygenases
3721,285,Conserved Hypotheticals
3722,297,Conserved Hypotheticals
3723,1242,Other: PPE family of proteins
3724,300,Other: PE family: PE subfamily
3725,723,MMM: Cell membrane-Lipoproteins
3726,609,SMM: Salvage of nucleotides and nucleosides
3727,972,Cell Process: Cell division
3728,1074,Unknowns
3729,1386,MMM: Murein sacculus and peptidoglycan
3730,489,SMM: Degradation of phosphorous compounds
3731,1125,MMM: Other membrane proteins
3732,1296,MMM: Other membrane proteins
3733,714,Other: Miscellaneous Transferases
3734,345,Unknowns
3735,876,Conserved Hypotheticals
3736,969,SMM: Intermediate Metabolism-sugar nucleotides
3737,1776,MMM: Other membrane proteins
3739,1233,Other: IS elements: Others
3740,747,Other: IS elements: Others
3741,567,Conserved Hypotheticals
3742,1230,Other: IS elements: Others
3743,636,Cell Process: Cell division
3743.1,195,Unknowns
3744,135,noRV
3745,165,noRV
3746,102,noRV
3747,1215,MMM: DNA replication; repair; recombination and restriction/modification
3748,1650,MMM: Other membrane proteins
3749,2805,MMM: DNA replication; repair; recombination and restriction/modification
3750,579,Unknowns
3750.1,204,Cell Process: Adaptations and atypical conditions
3751,2316,MMM:RNA synthesis; RNA modification and DNA transcription
3752,285,Other: PE family: PE subfamily
3753,1038,Unknowns
3754,231,noRV
3755,246,noRV
3756,747,Other: PE family: PGRS subfamily
3756.1,309,Unknowns
3756.2,300,Unknowns
3756.3,129,Unknowns
3757,918,Unknowns
3758,801,MMM: Other membrane proteins
3759,1059,MMM: Other membrane proteins
3760,786,Other: Bacteriocin-like proteins
3761,864,Other: Bacteriocin-like proteins
3762,132,noRV
3763,771,Unknowns
3764,1647,Cell Process: Transport/Binding: amino acids
3765,801,Cell Process: Transport/Binding: amino acids
3766,927,Cell Process: Transport/Binding: amino acids
3767,1626,Cell Process: Transport/Binding: amino acids
3767.1,357,noRV
3767.2,210,noRV
3767.3,123,noRV
3768,1956,SMM: Degradation of fatty acids
3769,699,MMM: Degradation of Proteins; peptides and glycopeptides
3770,711,Unknowns
3771,984,Cell Process: Detoxification
3772,1194,MMM: Degradation of Proteins; peptides and glycopeptides
3773,822,Conserved Hypotheticals
3774,684,SMM: Misc oxidoreductases and oxygenases
3775,789,MMM: DNA replication; repair; recombination and restriction/modification
3776,378,Unknowns
3777,675,SMM: Repressors/activators
3778,795,Other: Miscellaneous phosphatases; lyases and hydrolases
3779,456,SMM: Repressors/activators
3780,162,noRV
3781,1023,Cell Process: Transport/Binding: Anions
3782,1161,Cell Process: Transport/Binding: Anions
3783,357,SMM: Repressors/activators
3784,2433,MMM: Murein sacculus and peptidoglycan
3785,960,Conserved Hypotheticals
3786,1107,Other: Miscellaneous phosphatases; lyases and hydrolases
3787,1431,Other: Cytochrome P450 enzymes
3788,501,Conserved Hypotheticals
3789,369,Conserved Hypotheticals
3790,465,Conserved Hypotheticals
3791,1356,Unknowns
3792,702,Unknowns
3793,1146,Unknowns
3794,1077,SMM: Repressors/activators
3795,1428,Conserved Hypotheticals
3796,1188,Conserved Hypotheticals
3797,810,Conserved Hypotheticals
3798,1554,SMM: Degradation of Carbon compounds
3799,438,Conserved Hypotheticals
3800,225,noRV
3801,1530,Unknowns
3802,711,Other: Miscellaneous Transferases
3803,1188,Other: Antibiotic production and resistance
3804,966,Conserved Hypotheticals
3805,585,Conserved Hypotheticals
3806,1278,Conserved Hypotheticals
3807,1299,SMM: Amino acid synthesis-Glutamate family
3808,645,Unknowns
3808.1,390,noRV
3809,321,Unknowns
3810,1011,Conserved Hypotheticals
3811,1038,SMM: Amino acid synthesis-Aspartate family
3812,1266,SMM: Amino acid synthesis-Aspartate family
3813,1980,SMM: Amino acid synthesis-Branched aa
3814,990,MMM: DNA replication; repair; recombination and restriction/modification
3814.1,270,noRV
3815,1242,Conserved Hypotheticals
3816,696,SMM: Biosyn of Cobalamin
3817,1026,Conserved Hypotheticals
3818,612,MMM: DNA replication; repair; recombination and restriction/modification
3819,402,Conserved Hypotheticals
3820,726,MMM: Degradation of Polysaccharides; lipopolysaccharides and phospholipids
3821,444,Unknowns
3822,1401,Conserved Hypotheticals
3823,1284,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
3824,1737,MMM: DNA replication; repair; recombination and restriction/modification
3825,1308,Unknowns
3826,765,Unknowns
3827,624,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3828,930,SMM: Misc oxidoreductases and oxygenases
3829,1194,SMM: Misc oxidoreductases and oxygenases
3830,1809,SMM: Misc oxidoreductases and oxygenases
3831,3216,MMM: Other membrane proteins
3833,2331,Other: Miscellaneous Transferases
3835,1041,Conserved Hypotheticals
3836,1077,MMM: DNA replication; repair; recombination and restriction/modification
3837,1059,Conserved Hypotheticals
3838,501,Unknowns
3839,1365,Conserved Hypotheticals
3840,498,Conserved Hypotheticals
3841,1062,SMM: Repressors/activators
3842,1590,MMM: Other membrane proteins
3844,1233,Other: PPE family of proteins
3846,117,noRV
3847,111,noRV
3848,1347,Conserved Hypotheticals
3849,675,SMM: Misc oxidoreductases and oxygenases
3850,396,SMM: Misc oxidoreductases and oxygenases
3851,1983,Cell Process: Transport/Binding: cations
3852,408,SMM: Repressors/activators
3853,213,Conserved Hypotheticals
3854,372,Other: PE family: PE subfamily
3855,945,Conserved Hypotheticals
3856,510,Unknowns
3857,393,Other: IS elements: Phage related functions
3858,303,Other: IS elements: Phage related functions
3859,459,SMM: 2'-deoxyribonucleotide metabolism
3860,501,Unknowns
3861,972,SMM: Amino acid synthesis-Aromatic
3862,600,Unknowns
3863,720,Cell Process: Adaptations and atypical conditions
3864,690,Cell Process: Adaptations and atypical conditions
3865,1104,Cell Process: Adaptations and atypical conditions
3866,1032,Cell Process: Adaptations and atypical conditions
3867,354,Conserved Hypotheticals
3868,1056,SMM: Degradation of fatty acids
3869,1905,SMM: Intermediate Metabolism-of sulphur
3870,480,MMM: Cell membrane-Lipoproteins
3871,1521,SMM: Two component systems
3872,861,SMM: Two component systems
3873,690,Unknowns
3874,945,Conserved Hypotheticals
3875,360,Unknowns
3876,519,Conserved Hypotheticals
3876.1,132,noRV
3877,576,Unknowns
3878,183,noRV
3879,192,noRV
3880,327,Conserved Hypotheticals
3881,1062,SMM: Amino acid synthesis-Histidine
3882,585,Conserved Hypotheticals
3883,825,SMM: Degradation of fatty acids
3884,1248,MMM: Esterases and Lipases
3885,1629,Conserved Hypotheticals
3886,987,SMM: Misc oxidoreductases and oxygenases
3887,1197,Conserved Hypotheticals
3888,2001,MMM: Other membrane proteins
3889,525,Unknowns
3890,822,MMM: Other membrane proteins
3891,915,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3892,843,MMM: Other membrane proteins
3893,2139,SMM: Intermediate Metabolism-sugar nucleotides
3894,1224,Unknowns
3895,927,Conserved Hypotheticals
3896,486,Unknowns
3897,429,Conserved Hypotheticals
3898,1392,SMM: Misc oxidoreductases and oxygenases
3899,765,SMM: Misc oxidoreductases and oxygenases
3899.1,2274,MMM: Other membrane proteins
3900,3285,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3901,3285,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3902,3297,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3903,1017,SMM: Intermediate Metabolism-of sulphur
3904,1782,SMM: Degradation of fatty acids
3905,1335,noRV
3906,1569,SMM: Biosyn of fatty and mycolic acids
3907,5202,SMM: Polyketide and non-ribosomal peptide synthesis
3908,1890,SMM: Degradation of fatty acids
3909,1011,Unknowns
3910,933,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
3911,1068,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
3912,1926,MMM: Other membrane proteins
3913,909,MMM: Other membrane proteins
3914,498,MMM: Other membrane proteins
3915,1914,Unknowns
3916,1200,MMM: Murein sacculus and peptidoglycan
3917,855,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3918,1620,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3919,147,noRV
3920,1515,Other: PE family: PGRS subfamily
3921,153,noRV
3922,822,Conserved Hypotheticals
3923,786,Other: Miscellaneous Transferases
3924,756,Other: Miscellaneous Transferases
3925,780,Other: Miscellaneous Transferases
3925.1,756,Other: Antibiotic production and resistance
3926,1551,Unknowns
3927,333,Unknowns
3928,1407,SMM: Polyketide and non-ribosomal peptide synthesis
3929,714,Conserved Hypotheticals
3930,1215,Conserved Hypotheticals
3931,3270,MMM: Conserved membrane proteins
3932,1536,SMM: Polyketide and non-ribosomal peptide synthesis
3933,6381,SMM: Polyketide and non-ribosomal peptide synthesis
3934,1755,SMM: Degradation of fatty acids
3935,1227,Other: IS elements: Others
3936,612,Other: IS elements: Others
3937,1611,SMM: Misc oxidoreductases and oxygenases
3938,630,SMM: Repressors/activators
3939,483,Unknowns
3940,588,Unknowns
3941,792,SMM: Repressors/activators
3942,1260,MMM: Aminoacyl tRNA synthases and their modification
3943,1350,Unknowns
3944,402,Unknowns
3945,699,SMM: Energy metabolism-Glycolysis
3946,966,SMM: Amino acid synthesis-Aromatic
3947,777,Unknowns
3948,363,SMM: Repressors/activators
3949,546,SMM: Iron Utilization
3950,831,SMM: Intermediate Metabolism-General
3951,1029,MMM: Other membrane proteins
3952,105,noRV
3953,150,noRV
3954,213,noRV
3954.1,603,noRV
3955,492,noRV
3957,543,Unknowns
3958,216,noRV
3959,180,noRV
3960,624,Cell Process: Detoxification
3961,534,Unknowns
3962,105,noRV
3963,909,MMM: Other membrane proteins
3964,399,Unknowns
3965,657,Unknowns
3966,285,Unknowns
3967,405,MMM: Nucleoproteins
3968,474,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
3969,1470,SMM: Misc oxidoreductases and oxygenases
3970,651,SMM: Repressors/activators
3971,1008,Conserved Hypotheticals
3972,198,Unknowns
3972.1,141,noRV
3973,1467,SMM: Amino acid synthesis-Glutamate family
3974,4590,SMM: Amino acid synthesis-Glutamate family
3974.1,384,noRV
3975,1173,Conserved Hypotheticals
3976,351,Unknowns
3977,1179,Unknowns
3978,1209,Conserved Hypotheticals
3979,312,Conserved Hypotheticals
3980,1448,Conserved Hypotheticals
3981,1722,Conserved Hypotheticals
3982,1443,Conserved Hypotheticals
3983,2244,Conserved Hypotheticals
3984,117,noRV
3985,1776,Conserved Hypotheticals
3986,339,Other: PE family: PE subfamily
3987,1116,Other: PPE family of proteins
3988,303,Conserved Hypotheticals
3989,288,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3990,2001,Conserved Hypotheticals
3991,1440,Conserved Hypotheticals
3992,843,Unknowns
3993,2172,Unknowns
3994,129,noRV
3995,342,Conserved Hypotheticals
3996,1383,Conserved Hypotheticals
3997,1389,Conserved Hypotheticals
3998,1236,MMM: Degradation of Proteins; peptides and glycopeptides
3999,1875,Conserved Hypotheticals
4000,1269,Unknowns
4001,1526,MMM: Degradation of Proteins; peptides and glycopeptides
4002,1410,MMM: Other membrane proteins
4003,1026,Conserved Hypotheticals
4004,831,Unknowns
4005,288,Unknowns
4006,324,Unknowns
4007,1200,Other: PPE family of proteins
4008,234,Other: PE family: PE subfamily
4010,4191,MMM: Other membrane proteins
4011,1488,Conserved Hypotheticals
4012,909,Other: Virulence
4013,645,Conserved Hypotheticals
4014,333,Conserved Hypotheticals
4016,1233,Conserved Hypotheticals
4017,936,Conserved Hypotheticals
4018,450,MMM: Other membrane proteins
4019,186,noRV
4020,531,Unknowns
4022,2541,Unknowns
4023,273,Unknowns
4024,312,Unknowns
4025,510,Conserved Hypotheticals
4026,1443,MMM:RNA synthesis; RNA modification and DNA transcription
4026.1,213,noRV
4027,747,Conserved Hypotheticals
4028,2457,Conserved Hypotheticals
4029,3555,MMM: Other membrane proteins
4030,591,MMM:RNA synthesis; RNA modification and DNA transcription
4031,765,Unknowns
4032,1008,SMM: Biosyn of Thioredoxin; glytaredoxin and mycothiol
4033,351,SMM: Biosyn of Thioredoxin; glytaredoxin and mycothiol
4034,1221,MMM: Degradation of Polysaccharides; lipopolysaccharides and phospholipids
4035,735,Conserved Hypotheticals
4035.1,288,noRV
4036,1035,Cell Process: Cell division
4037,1146,Cell Process: Cell division
4038,675,Cell Process: Cell division
4039,564,Conserved Hypotheticals
4040,1101,MMM: Other membrane proteins
4040.1,363,Other: Virulence
4041,351,MMM: Degradation of RNA
4041.1,144,MMM: Ribosomal protein synthesis and modification
4041.2,222,noRV
